compound_id,target_id,target_name,assay_id,standard_type,standard_value,standard_units,pchembl_value,activity_type,source,MW,LogP,HBA,HBD
CHEMBL1001473,CHEMBL218,Dopamine D2 receptor,CHEMBL1900147,EC50,3.2,nM,8.5,BINDING,ChEMBL,355.5,2.47,3,1
CHEMBL1001474,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900147,EC50,117774.81,nM,3.93,BINDING,ChEMBL,247.3,4.49,1,3
CHEMBL1001475,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900147,Ki,1586.53,nM,5.8,BINDING,ChEMBL,420.0,3.06,2,3
CHEMBL1001476,CHEMBL219,D1 dopamine receptor,CHEMBL1900147,Ki,87466.65,nM,4.06,BINDING,ChEMBL,385.8,2.01,1,0
CHEMBL1001477,CHEMBL205,Histamine H2 receptor,CHEMBL1900147,Ki,246.08,nM,6.61,BINDING,ChEMBL,404.0,1.43,3,1
CHEMBL1001478,CHEMBL302,Cyclooxygenase-1,CHEMBL1900147,EC50,188723.69,nM,3.72,BINDING,ChEMBL,526.7,1.64,1,2
CHEMBL1001479,CHEMBL388,Tumor necrosis factor,CHEMBL1900147,Ki,5074.64,nM,5.29,BINDING,ChEMBL,311.1,2.38,3,2
CHEMBL1001480,CHEMBL231,Histamine H1 receptor,CHEMBL1900148,Ki,245.77,nM,6.61,BINDING,ChEMBL,233.8,1.53,5,5
CHEMBL1001481,CHEMBL218,Dopamine D2 receptor,CHEMBL1900148,IC50,2281.07,nM,5.64,BINDING,ChEMBL,276.0,2.54,2,3
CHEMBL1001482,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900148,IC50,0.78,nM,9.11,BINDING,ChEMBL,350.6,3.27,3,1
CHEMBL1001483,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900148,IC50,11.3,nM,7.95,BINDING,ChEMBL,273.3,1.81,4,2
CHEMBL1001484,CHEMBL219,D1 dopamine receptor,CHEMBL1900148,IC50,2.38,nM,8.62,BINDING,ChEMBL,290.9,2.24,3,3
CHEMBL1001485,CHEMBL205,Histamine H2 receptor,CHEMBL1900148,EC50,1.92,nM,8.72,BINDING,ChEMBL,291.1,-0.05,3,1
CHEMBL1001486,CHEMBL302,Cyclooxygenase-1,CHEMBL1900148,IC50,27255.45,nM,4.56,BINDING,ChEMBL,384.0,2.11,1,3
CHEMBL1001487,CHEMBL388,Tumor necrosis factor,CHEMBL1900148,IC50,5227.99,nM,5.28,BINDING,ChEMBL,429.1,2.58,0,2
CHEMBL1001488,CHEMBL231,Histamine H1 receptor,CHEMBL1900148,EC50,1556.35,nM,5.81,BINDING,ChEMBL,518.1,0.39,0,1
CHEMBL1001489,CHEMBL218,Dopamine D2 receptor,CHEMBL1900148,IC50,5739.11,nM,5.24,BINDING,ChEMBL,540.6,2.77,3,5
CHEMBL1001490,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900149,IC50,352898.81,nM,3.45,BINDING,ChEMBL,310.5,2.61,6,1
CHEMBL1001491,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900149,EC50,498.57,nM,6.3,BINDING,ChEMBL,333.7,3.36,4,3
CHEMBL1001492,CHEMBL219,D1 dopamine receptor,CHEMBL1900149,Ki,8.81,nM,8.05,BINDING,ChEMBL,335.5,2.54,4,3
CHEMBL1001493,CHEMBL205,Histamine H2 receptor,CHEMBL1900149,IC50,0.57,nM,9.24,BINDING,ChEMBL,285.2,1.53,2,2
CHEMBL1001494,CHEMBL302,Cyclooxygenase-1,CHEMBL1900149,EC50,1.51,nM,8.82,BINDING,ChEMBL,400.0,3.9,1,3
CHEMBL1001495,CHEMBL388,Tumor necrosis factor,CHEMBL1900149,IC50,3.89,nM,8.41,BINDING,ChEMBL,231.8,2.87,4,2
CHEMBL1001496,CHEMBL231,Histamine H1 receptor,CHEMBL1900149,IC50,119.68,nM,6.92,BINDING,ChEMBL,269.7,2.01,1,5
CHEMBL1001497,CHEMBL218,Dopamine D2 receptor,CHEMBL1900149,EC50,17.9,nM,7.75,BINDING,ChEMBL,392.6,3.96,5,1
CHEMBL1001498,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900149,Ki,0.91,nM,9.04,BINDING,ChEMBL,338.4,4.69,5,1
CHEMBL1001499,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900149,EC50,15.98,nM,7.8,BINDING,ChEMBL,381.6,1.87,3,3
CHEMBL1001500,CHEMBL219,D1 dopamine receptor,CHEMBL1900150,Ki,4.17,nM,8.38,BINDING,ChEMBL,170.8,0.77,3,1
CHEMBL1001501,CHEMBL205,Histamine H2 receptor,CHEMBL1900150,Ki,0.15,nM,9.84,BINDING,ChEMBL,300.3,1.37,4,2
CHEMBL1001502,CHEMBL302,Cyclooxygenase-1,CHEMBL1900150,IC50,1252.7,nM,5.9,BINDING,ChEMBL,418.8,1.18,3,1
CHEMBL1001503,CHEMBL388,Tumor necrosis factor,CHEMBL1900150,Ki,171684.96,nM,3.77,BINDING,ChEMBL,401.2,4.53,7,1
CHEMBL1001504,CHEMBL231,Histamine H1 receptor,CHEMBL1900150,IC50,161123.97,nM,3.79,BINDING,ChEMBL,355.0,3.16,4,2
CHEMBL1001505,CHEMBL218,Dopamine D2 receptor,CHEMBL1900150,IC50,152586.07,nM,3.82,BINDING,ChEMBL,318.8,1.8,0,0
CHEMBL1001506,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900150,IC50,400.32,nM,6.4,BINDING,ChEMBL,387.9,2.24,1,5
CHEMBL1001507,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900150,Ki,42.87,nM,7.37,BINDING,ChEMBL,528.5,2.08,1,2
CHEMBL1001508,CHEMBL219,D1 dopamine receptor,CHEMBL1900150,Ki,1086.12,nM,5.96,BINDING,ChEMBL,419.2,2.59,0,1
CHEMBL1001509,CHEMBL205,Histamine H2 receptor,CHEMBL1900150,IC50,79.99,nM,7.1,BINDING,ChEMBL,234.5,1.92,6,2
CHEMBL1001510,CHEMBL302,Cyclooxygenase-1,CHEMBL1900151,Ki,13.18,nM,7.88,BINDING,ChEMBL,356.4,2.89,1,1
CHEMBL1001511,CHEMBL388,Tumor necrosis factor,CHEMBL1900151,IC50,1687.42,nM,5.77,BINDING,ChEMBL,458.7,1.87,6,4
CHEMBL1001512,CHEMBL231,Histamine H1 receptor,CHEMBL1900151,Ki,16987.3,nM,4.77,BINDING,ChEMBL,232.3,2.23,4,2
CHEMBL1001513,CHEMBL218,Dopamine D2 receptor,CHEMBL1900151,Ki,2497.05,nM,5.6,BINDING,ChEMBL,369.6,2.2,1,1
CHEMBL1001514,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900151,EC50,7382.41,nM,5.13,BINDING,ChEMBL,267.6,0.82,3,3
CHEMBL1001515,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900151,IC50,5.62,nM,8.25,BINDING,ChEMBL,348.2,2.48,3,4
CHEMBL1001516,CHEMBL219,D1 dopamine receptor,CHEMBL1900151,EC50,11.57,nM,7.94,BINDING,ChEMBL,318.8,3.38,5,0
CHEMBL1001517,CHEMBL205,Histamine H2 receptor,CHEMBL1900151,Ki,1376.7,nM,5.86,BINDING,ChEMBL,414.1,3.27,3,1
CHEMBL1001518,CHEMBL302,Cyclooxygenase-1,CHEMBL1900151,Ki,8721.12,nM,5.06,BINDING,ChEMBL,402.5,2.5,2,1
CHEMBL1001519,CHEMBL388,Tumor necrosis factor,CHEMBL1900151,Ki,279204.05,nM,3.55,BINDING,ChEMBL,357.0,0.36,2,4
CHEMBL1001520,CHEMBL231,Histamine H1 receptor,CHEMBL1900152,IC50,4522.93,nM,5.34,BINDING,ChEMBL,490.2,3.75,0,2
CHEMBL1001521,CHEMBL218,Dopamine D2 receptor,CHEMBL1900152,IC50,20426.2,nM,4.69,BINDING,ChEMBL,311.9,3.47,3,2
CHEMBL1001522,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900152,Ki,8.95,nM,8.05,BINDING,ChEMBL,279.1,0.39,5,0
CHEMBL1001523,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900152,EC50,6957.16,nM,5.16,BINDING,ChEMBL,367.1,4.06,6,2
CHEMBL1001524,CHEMBL219,D1 dopamine receptor,CHEMBL1900152,IC50,40.87,nM,7.39,BINDING,ChEMBL,389.8,2.54,4,2
CHEMBL1001525,CHEMBL205,Histamine H2 receptor,CHEMBL1900152,Ki,90.68,nM,7.04,BINDING,ChEMBL,240.2,2.67,4,4
CHEMBL1001526,CHEMBL302,Cyclooxygenase-1,CHEMBL1900152,Ki,966.97,nM,6.01,BINDING,ChEMBL,386.5,1.69,1,3
CHEMBL1001527,CHEMBL388,Tumor necrosis factor,CHEMBL1900152,IC50,9088.95,nM,5.04,BINDING,ChEMBL,406.6,3.83,3,0
CHEMBL1001528,CHEMBL231,Histamine H1 receptor,CHEMBL1900152,IC50,11.44,nM,7.94,BINDING,ChEMBL,400.2,2.76,2,2
CHEMBL1001529,CHEMBL218,Dopamine D2 receptor,CHEMBL1900152,Ki,200847.66,nM,3.7,BINDING,ChEMBL,376.6,2.89,3,4
CHEMBL1001530,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900153,EC50,1.98,nM,8.7,BINDING,ChEMBL,367.3,2.64,5,1
CHEMBL1001531,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900153,IC50,58.62,nM,7.23,BINDING,ChEMBL,261.2,2.92,2,4
CHEMBL1001532,CHEMBL219,D1 dopamine receptor,CHEMBL1900153,IC50,148990.89,nM,3.83,BINDING,ChEMBL,301.4,3.67,2,3
CHEMBL1001533,CHEMBL205,Histamine H2 receptor,CHEMBL1900153,IC50,0.55,nM,9.26,BINDING,ChEMBL,377.6,1.38,6,1
CHEMBL1001534,CHEMBL302,Cyclooxygenase-1,CHEMBL1900153,Ki,70.41,nM,7.15,BINDING,ChEMBL,365.2,1.83,4,0
CHEMBL1001535,CHEMBL388,Tumor necrosis factor,CHEMBL1900153,Ki,9101.08,nM,5.04,BINDING,ChEMBL,395.1,2.87,2,1
CHEMBL1001536,CHEMBL231,Histamine H1 receptor,CHEMBL1900153,EC50,145.52,nM,6.84,BINDING,ChEMBL,420.5,3.8,2,2
CHEMBL1001537,CHEMBL218,Dopamine D2 receptor,CHEMBL1900153,IC50,0.82,nM,9.09,BINDING,ChEMBL,257.2,4.22,1,1
CHEMBL1001538,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900153,Ki,10642.93,nM,4.97,BINDING,ChEMBL,334.6,2.32,1,2
CHEMBL1001539,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900153,Ki,10867.58,nM,4.96,BINDING,ChEMBL,360.5,3.81,0,3
CHEMBL1001540,CHEMBL219,D1 dopamine receptor,CHEMBL1900154,IC50,280.9,nM,6.55,BINDING,ChEMBL,191.1,3.5,3,0
CHEMBL1001541,CHEMBL205,Histamine H2 receptor,CHEMBL1900154,IC50,286.77,nM,6.54,BINDING,ChEMBL,326.9,1.01,1,2
CHEMBL1001542,CHEMBL302,Cyclooxygenase-1,CHEMBL1900154,Ki,142.0,nM,6.85,BINDING,ChEMBL,313.4,2.69,5,2
CHEMBL1001543,CHEMBL388,Tumor necrosis factor,CHEMBL1900154,IC50,61129.95,nM,4.21,BINDING,ChEMBL,431.5,4.67,2,7
CHEMBL1001544,CHEMBL231,Histamine H1 receptor,CHEMBL1900154,EC50,8086.96,nM,5.09,BINDING,ChEMBL,458.8,2.45,4,3
CHEMBL1001545,CHEMBL218,Dopamine D2 receptor,CHEMBL1900154,EC50,39737.22,nM,4.4,BINDING,ChEMBL,504.5,3.73,6,1
CHEMBL1001546,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900154,Ki,6323.32,nM,5.2,BINDING,ChEMBL,324.2,3.07,4,2
CHEMBL1001547,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900154,IC50,2899.73,nM,5.54,BINDING,ChEMBL,254.4,3.25,2,0
CHEMBL1001548,CHEMBL219,D1 dopamine receptor,CHEMBL1900154,IC50,10943.15,nM,4.96,BINDING,ChEMBL,363.1,2.99,2,3
CHEMBL1001549,CHEMBL205,Histamine H2 receptor,CHEMBL1900154,IC50,47.07,nM,7.33,BINDING,ChEMBL,391.6,3.74,0,1
CHEMBL1001550,CHEMBL302,Cyclooxygenase-1,CHEMBL1900155,IC50,0.51,nM,9.29,BINDING,ChEMBL,284.2,0.74,4,1
CHEMBL1001551,CHEMBL388,Tumor necrosis factor,CHEMBL1900155,EC50,99.78,nM,7.0,BINDING,ChEMBL,322.7,0.21,4,2
CHEMBL1001552,CHEMBL231,Histamine H1 receptor,CHEMBL1900155,IC50,1000000.0,nM,3.0,BINDING,ChEMBL,270.6,1.88,6,5
CHEMBL1001553,CHEMBL218,Dopamine D2 receptor,CHEMBL1900155,Ki,114.56,nM,6.94,BINDING,ChEMBL,436.3,-0.09,3,0
CHEMBL1001554,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900155,Ki,39.86,nM,7.4,BINDING,ChEMBL,384.8,2.35,3,5
CHEMBL1001555,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900155,EC50,6756.4,nM,5.17,BINDING,ChEMBL,242.8,2.62,0,5
CHEMBL1001556,CHEMBL219,D1 dopamine receptor,CHEMBL1900155,IC50,196.11,nM,6.71,BINDING,ChEMBL,286.7,2.92,4,4
CHEMBL1001557,CHEMBL205,Histamine H2 receptor,CHEMBL1900155,Ki,198.8,nM,6.7,BINDING,ChEMBL,317.8,1.89,0,1
CHEMBL1001558,CHEMBL302,Cyclooxygenase-1,CHEMBL1900155,Ki,2472.36,nM,5.61,BINDING,ChEMBL,304.1,3.89,1,2
CHEMBL1001559,CHEMBL388,Tumor necrosis factor,CHEMBL1900155,Ki,31605.29,nM,4.5,BINDING,ChEMBL,285.8,4.49,4,3
CHEMBL1001560,CHEMBL231,Histamine H1 receptor,CHEMBL1900156,Ki,10919.51,nM,4.96,BINDING,ChEMBL,356.7,2.08,3,2
CHEMBL1001561,CHEMBL218,Dopamine D2 receptor,CHEMBL1900156,EC50,127.8,nM,6.89,BINDING,ChEMBL,371.6,2.51,2,1
CHEMBL1001562,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900156,IC50,7497.7,nM,5.13,BINDING,ChEMBL,369.3,1.84,4,2
CHEMBL1001563,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900156,EC50,15.06,nM,7.82,BINDING,ChEMBL,382.3,3.58,2,0
CHEMBL1001564,CHEMBL219,D1 dopamine receptor,CHEMBL1900156,EC50,2410.4,nM,5.62,BINDING,ChEMBL,496.4,1.89,3,2
CHEMBL1001565,CHEMBL205,Histamine H2 receptor,CHEMBL1900156,EC50,14343.73,nM,4.84,BINDING,ChEMBL,320.5,4.41,3,2
CHEMBL1001566,CHEMBL302,Cyclooxygenase-1,CHEMBL1900156,IC50,3521.25,nM,5.45,BINDING,ChEMBL,435.4,3.4,2,2
CHEMBL1001567,CHEMBL388,Tumor necrosis factor,CHEMBL1900156,IC50,682.56,nM,6.17,BINDING,ChEMBL,521.1,3.57,6,4
CHEMBL1001568,CHEMBL231,Histamine H1 receptor,CHEMBL1900156,EC50,206244.49,nM,3.69,BINDING,ChEMBL,346.0,3.11,7,2
CHEMBL1001569,CHEMBL218,Dopamine D2 receptor,CHEMBL1900156,IC50,7959.1,nM,5.1,BINDING,ChEMBL,386.1,2.23,5,2
CHEMBL1001570,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900157,IC50,15.97,nM,7.8,BINDING,ChEMBL,455.8,1.75,0,3
CHEMBL1001571,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900157,IC50,431.13,nM,6.37,BINDING,ChEMBL,309.6,2.6,5,3
CHEMBL1001572,CHEMBL219,D1 dopamine receptor,CHEMBL1900157,IC50,15214.13,nM,4.82,BINDING,ChEMBL,360.0,1.77,5,3
CHEMBL1001573,CHEMBL205,Histamine H2 receptor,CHEMBL1900157,Ki,14882.26,nM,4.83,BINDING,ChEMBL,325.5,2.13,3,3
CHEMBL1001574,CHEMBL302,Cyclooxygenase-1,CHEMBL1900157,IC50,985.33,nM,6.01,BINDING,ChEMBL,172.6,1.62,3,3
CHEMBL1001575,CHEMBL388,Tumor necrosis factor,CHEMBL1900157,Ki,364.99,nM,6.44,BINDING,ChEMBL,319.7,3.47,4,2
CHEMBL1001576,CHEMBL231,Histamine H1 receptor,CHEMBL1900157,EC50,519.23,nM,6.28,BINDING,ChEMBL,595.7,-0.11,3,4
CHEMBL1001577,CHEMBL218,Dopamine D2 receptor,CHEMBL1900157,Ki,6803.62,nM,5.17,BINDING,ChEMBL,302.4,2.3,3,6
CHEMBL1001578,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900157,EC50,4559.43,nM,5.34,BINDING,ChEMBL,148.4,2.52,2,1
CHEMBL1001579,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900157,IC50,50636.4,nM,4.3,BINDING,ChEMBL,351.4,3.51,1,3
CHEMBL1001580,CHEMBL219,D1 dopamine receptor,CHEMBL1900158,IC50,71.79,nM,7.14,BINDING,ChEMBL,470.7,1.63,4,2
CHEMBL1001581,CHEMBL205,Histamine H2 receptor,CHEMBL1900158,Ki,70503.78,nM,4.15,BINDING,ChEMBL,226.6,2.43,1,2
CHEMBL1001582,CHEMBL302,Cyclooxygenase-1,CHEMBL1900158,IC50,2.27,nM,8.64,BINDING,ChEMBL,448.6,1.52,5,1
CHEMBL1001583,CHEMBL388,Tumor necrosis factor,CHEMBL1900158,IC50,25836.33,nM,4.59,BINDING,ChEMBL,328.8,1.41,2,0
CHEMBL1001584,CHEMBL231,Histamine H1 receptor,CHEMBL1900158,Ki,13298.12,nM,4.88,BINDING,ChEMBL,410.5,5.6,2,3
CHEMBL1001585,CHEMBL218,Dopamine D2 receptor,CHEMBL1900158,Ki,0.56,nM,9.25,BINDING,ChEMBL,234.6,4.02,4,2
CHEMBL1001586,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900158,IC50,1.86,nM,8.73,BINDING,ChEMBL,385.0,1.96,4,3
CHEMBL1001587,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900158,Ki,45.02,nM,7.35,BINDING,ChEMBL,308.1,4.05,3,1
CHEMBL1001588,CHEMBL219,D1 dopamine receptor,CHEMBL1900158,EC50,899.39,nM,6.05,BINDING,ChEMBL,267.9,2.28,6,4
CHEMBL1001589,CHEMBL205,Histamine H2 receptor,CHEMBL1900158,EC50,0.5,nM,9.3,BINDING,ChEMBL,394.3,3.47,2,2
CHEMBL1001590,CHEMBL302,Cyclooxygenase-1,CHEMBL1900159,EC50,313.93,nM,6.5,BINDING,ChEMBL,421.7,1.7,3,1
CHEMBL1001591,CHEMBL388,Tumor necrosis factor,CHEMBL1900159,IC50,2803.03,nM,5.55,BINDING,ChEMBL,353.2,1.23,4,1
CHEMBL1001592,CHEMBL231,Histamine H1 receptor,CHEMBL1900159,IC50,175.66,nM,6.76,BINDING,ChEMBL,320.3,2.5,4,3
CHEMBL1001593,CHEMBL218,Dopamine D2 receptor,CHEMBL1900159,IC50,143833.11,nM,3.84,BINDING,ChEMBL,335.1,1.16,2,4
CHEMBL1001594,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900159,Ki,4.39,nM,8.36,BINDING,ChEMBL,462.2,3.01,5,2
CHEMBL1001595,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900159,EC50,0.68,nM,9.17,BINDING,ChEMBL,391.8,2.08,3,2
CHEMBL1001596,CHEMBL219,D1 dopamine receptor,CHEMBL1900159,Ki,0.79,nM,9.1,BINDING,ChEMBL,350.2,2.24,2,2
CHEMBL1001597,CHEMBL205,Histamine H2 receptor,CHEMBL1900159,Ki,2655.7,nM,5.58,BINDING,ChEMBL,224.9,2.77,2,1
CHEMBL1001598,CHEMBL302,Cyclooxygenase-1,CHEMBL1900159,EC50,56.15,nM,7.25,BINDING,ChEMBL,397.1,2.62,4,0
CHEMBL1001599,CHEMBL388,Tumor necrosis factor,CHEMBL1900159,Ki,1957.79,nM,5.71,BINDING,ChEMBL,360.6,1.85,4,0
CHEMBL1001600,CHEMBL231,Histamine H1 receptor,CHEMBL1900160,IC50,3.59,nM,8.45,BINDING,ChEMBL,370.7,3.64,4,1
CHEMBL1001601,CHEMBL218,Dopamine D2 receptor,CHEMBL1900160,EC50,17259.51,nM,4.76,BINDING,ChEMBL,387.3,4.21,7,1
CHEMBL1001602,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900160,IC50,105.54,nM,6.98,BINDING,ChEMBL,372.7,3.71,3,1
CHEMBL1001603,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900160,Ki,43108.41,nM,4.37,BINDING,ChEMBL,445.1,4.1,8,5
CHEMBL1001604,CHEMBL219,D1 dopamine receptor,CHEMBL1900160,Ki,7.28,nM,8.14,BINDING,ChEMBL,472.2,3.83,2,3
CHEMBL1001605,CHEMBL205,Histamine H2 receptor,CHEMBL1900160,IC50,175.14,nM,6.76,BINDING,ChEMBL,406.6,1.64,1,1
CHEMBL1001606,CHEMBL302,Cyclooxygenase-1,CHEMBL1900160,IC50,5233.32,nM,5.28,BINDING,ChEMBL,447.6,3.36,4,4
CHEMBL1001607,CHEMBL388,Tumor necrosis factor,CHEMBL1900160,EC50,7792.94,nM,5.11,BINDING,ChEMBL,343.4,3.32,3,4
CHEMBL1001608,CHEMBL231,Histamine H1 receptor,CHEMBL1900160,EC50,46732.99,nM,4.33,BINDING,ChEMBL,429.7,2.65,3,0
CHEMBL1001609,CHEMBL218,Dopamine D2 receptor,CHEMBL1900160,EC50,4437.99,nM,5.35,BINDING,ChEMBL,511.8,3.13,2,3
CHEMBL1001610,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900161,IC50,6107.14,nM,5.21,BINDING,ChEMBL,252.5,3.93,3,2
CHEMBL1001611,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900161,EC50,3.11,nM,8.51,BINDING,ChEMBL,408.1,4.29,8,1
CHEMBL1001612,CHEMBL219,D1 dopamine receptor,CHEMBL1900161,IC50,222.18,nM,6.65,BINDING,ChEMBL,388.2,2.09,2,2
CHEMBL1001613,CHEMBL205,Histamine H2 receptor,CHEMBL1900161,IC50,6.41,nM,8.19,BINDING,ChEMBL,335.5,3.16,2,1
CHEMBL1001614,CHEMBL302,Cyclooxygenase-1,CHEMBL1900161,Ki,8.86,nM,8.05,BINDING,ChEMBL,289.6,4.78,1,3
CHEMBL1001615,CHEMBL388,Tumor necrosis factor,CHEMBL1900161,IC50,19486.35,nM,4.71,BINDING,ChEMBL,350.9,2.93,6,3
CHEMBL1001616,CHEMBL231,Histamine H1 receptor,CHEMBL1900161,Ki,828860.97,nM,3.08,BINDING,ChEMBL,425.3,1.07,4,3
CHEMBL1001617,CHEMBL218,Dopamine D2 receptor,CHEMBL1900161,EC50,4144.49,nM,5.38,BINDING,ChEMBL,379.4,2.84,3,2
CHEMBL1001618,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900161,IC50,0.6,nM,9.22,BINDING,ChEMBL,431.2,0.0,2,1
CHEMBL1001619,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900161,Ki,30145.86,nM,4.52,BINDING,ChEMBL,478.1,4.66,4,0
CHEMBL1001620,CHEMBL219,D1 dopamine receptor,CHEMBL1900162,Ki,24999.4,nM,4.6,BINDING,ChEMBL,229.8,2.26,1,1
CHEMBL1001621,CHEMBL205,Histamine H2 receptor,CHEMBL1900162,IC50,20668.24,nM,4.68,BINDING,ChEMBL,147.8,1.5,3,8
CHEMBL1001622,CHEMBL302,Cyclooxygenase-1,CHEMBL1900162,EC50,0.78,nM,9.11,BINDING,ChEMBL,333.2,2.52,0,2
CHEMBL1001623,CHEMBL388,Tumor necrosis factor,CHEMBL1900162,EC50,388.51,nM,6.41,BINDING,ChEMBL,349.9,3.62,4,1
CHEMBL1001624,CHEMBL231,Histamine H1 receptor,CHEMBL1900162,EC50,54725.77,nM,4.26,BINDING,ChEMBL,389.3,2.76,6,0
CHEMBL1001625,CHEMBL218,Dopamine D2 receptor,CHEMBL1900162,EC50,20142.28,nM,4.7,BINDING,ChEMBL,508.4,2.72,4,2
CHEMBL1001626,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900162,IC50,3739.58,nM,5.43,BINDING,ChEMBL,257.7,2.39,4,1
CHEMBL1001627,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900162,Ki,1.1,nM,8.96,BINDING,ChEMBL,417.1,3.36,3,1
CHEMBL1001628,CHEMBL219,D1 dopamine receptor,CHEMBL1900162,EC50,674.47,nM,6.17,BINDING,ChEMBL,375.9,3.63,4,3
CHEMBL1001629,CHEMBL205,Histamine H2 receptor,CHEMBL1900162,IC50,349.38,nM,6.46,BINDING,ChEMBL,252.6,3.33,2,1
CHEMBL1001630,CHEMBL302,Cyclooxygenase-1,CHEMBL1900163,IC50,18894.86,nM,4.72,BINDING,ChEMBL,448.7,2.84,2,4
CHEMBL1001631,CHEMBL388,Tumor necrosis factor,CHEMBL1900163,IC50,0.56,nM,9.26,BINDING,ChEMBL,362.5,4.87,4,3
CHEMBL1001632,CHEMBL231,Histamine H1 receptor,CHEMBL1900163,Ki,117634.3,nM,3.93,BINDING,ChEMBL,258.1,3.74,0,1
CHEMBL1001633,CHEMBL218,Dopamine D2 receptor,CHEMBL1900163,Ki,2.12,nM,8.67,BINDING,ChEMBL,307.8,3.84,3,2
CHEMBL1001634,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900163,EC50,0.16,nM,9.8,BINDING,ChEMBL,482.3,1.86,3,2
CHEMBL1001635,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900163,IC50,9.15,nM,8.04,BINDING,ChEMBL,362.8,3.21,3,1
CHEMBL1001636,CHEMBL219,D1 dopamine receptor,CHEMBL1900163,Ki,329744.34,nM,3.48,BINDING,ChEMBL,378.5,3.65,3,2
CHEMBL1001637,CHEMBL205,Histamine H2 receptor,CHEMBL1900163,Ki,5866.82,nM,5.23,BINDING,ChEMBL,336.7,2.06,4,0
CHEMBL1001638,CHEMBL302,Cyclooxygenase-1,CHEMBL1900163,IC50,892.88,nM,6.05,BINDING,ChEMBL,446.6,2.66,1,4
CHEMBL1001639,CHEMBL388,Tumor necrosis factor,CHEMBL1900163,EC50,0.6,nM,9.22,BINDING,ChEMBL,297.9,3.44,1,1
CHEMBL1001640,CHEMBL231,Histamine H1 receptor,CHEMBL1900164,EC50,7296.65,nM,5.14,BINDING,ChEMBL,381.4,3.17,2,2
CHEMBL1001641,CHEMBL218,Dopamine D2 receptor,CHEMBL1900164,IC50,8.85,nM,8.05,BINDING,ChEMBL,203.6,2.78,2,2
CHEMBL1001642,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900164,Ki,90.26,nM,7.04,BINDING,ChEMBL,305.3,0.94,3,1
CHEMBL1001643,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900164,Ki,21773.52,nM,4.66,BINDING,ChEMBL,412.9,3.32,2,3
CHEMBL1001644,CHEMBL219,D1 dopamine receptor,CHEMBL1900164,IC50,723199.46,nM,3.14,BINDING,ChEMBL,405.2,2.31,4,3
CHEMBL1001645,CHEMBL205,Histamine H2 receptor,CHEMBL1900164,Ki,2745.61,nM,5.56,BINDING,ChEMBL,300.6,2.72,2,1
