compound_id,target_id,target_name,assay_id,assay_description,standard_type,standard_value,standard_units,pchembl_value,activity_type,document_id,published_year,source
CHEMBL2004839,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900030,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,32.76,nM,7.48,INHIBITION,CHEMBL3800006,2022,ChEMBL
CHEMBL2008473,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900031,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,8.33,nM,8.08,INHIBITION,CHEMBL3800006,2023,ChEMBL
CHEMBL2006898,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900032,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,2.01,nM,8.7,INHIBITION,CHEMBL3800006,2022,ChEMBL
CHEMBL2094020,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900033,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,45.55,nM,7.34,INHIBITION,CHEMBL3800006,2023,ChEMBL
CHEMBL2040829,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900034,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,87.76,nM,7.06,INHIBITION,CHEMBL3800006,2022,ChEMBL
CHEMBL2039254,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900035,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,242.55,nM,6.62,INHIBITION,CHEMBL3800007,2023,ChEMBL
CHEMBL2042888,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900036,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,744.56,nM,6.13,INHIBITION,CHEMBL3800007,2022,ChEMBL
CHEMBL2073185,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900037,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,1298.86,nM,5.89,INHIBITION,CHEMBL3800007,2023,ChEMBL
CHEMBL2076819,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900038,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,147.6,nM,6.83,INHIBITION,CHEMBL3800007,2022,ChEMBL
CHEMBL2075244,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900039,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,2.88,nM,8.54,INHIBITION,CHEMBL3800007,2023,ChEMBL
CHEMBL2078878,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900040,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,6.64,nM,8.18,INHIBITION,CHEMBL3800008,2022,ChEMBL
CHEMBL2009175,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900041,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,97.25,nM,7.01,INHIBITION,CHEMBL3800008,2023,ChEMBL
CHEMBL2007600,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900042,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,0.22,nM,9.66,INHIBITION,CHEMBL3800008,2022,ChEMBL
CHEMBL2011234,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900043,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,127.56,nM,6.89,INHIBITION,CHEMBL3800008,2023,ChEMBL
CHEMBL2009659,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900044,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,1.58,nM,8.8,INHIBITION,CHEMBL3800008,2022,ChEMBL
CHEMBL2045165,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900045,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,0.87,nM,9.06,INHIBITION,CHEMBL3800009,2023,ChEMBL
CHEMBL2043590,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900046,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,10.97,nM,7.96,INHIBITION,CHEMBL3800009,2022,ChEMBL
CHEMBL2090399,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900047,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,150.56,nM,6.82,INHIBITION,CHEMBL3800009,2023,ChEMBL
CHEMBL2045649,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900048,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,73.34,nM,7.13,INHIBITION,CHEMBL3800009,2022,ChEMBL
CHEMBL2092458,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900049,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,20.67,nM,7.68,INHIBITION,CHEMBL3800009,2023,ChEMBL
CHEMBL2079580,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900050,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,703.28,nM,6.15,INHIBITION,CHEMBL3800010,2022,ChEMBL
CHEMBL2078005,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900051,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,296.22,nM,6.53,INHIBITION,CHEMBL3800010,2023,ChEMBL
CHEMBL2081639,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900052,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,352.3,nM,6.45,INHIBITION,CHEMBL3800010,2022,ChEMBL
CHEMBL2028448,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900053,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,9.19,nM,8.04,INHIBITION,CHEMBL3800010,2023,ChEMBL
CHEMBL2058745,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900054,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,2.06,nM,8.69,INHIBITION,CHEMBL3800010,2022,ChEMBL
CHEMBL2013995,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900055,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,6.04,nM,8.22,INHIBITION,CHEMBL3800011,2023,ChEMBL
CHEMBL2060804,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900056,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,3.19,nM,8.5,INHIBITION,CHEMBL3800011,2022,ChEMBL
CHEMBL2064438,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900057,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,180.63,nM,6.74,INHIBITION,CHEMBL3800011,2023,ChEMBL
CHEMBL2094735,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900058,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,66.48,nM,7.18,INHIBITION,CHEMBL3800011,2022,ChEMBL
CHEMBL2049985,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900059,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,56.34,nM,7.25,INHIBITION,CHEMBL3800011,2023,ChEMBL
CHEMBL2096794,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900060,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,11.07,nM,7.96,INHIBITION,CHEMBL3800012,2022,ChEMBL
CHEMBL2095219,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900061,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,0.22,nM,9.67,INHIBITION,CHEMBL3800012,2023,ChEMBL
CHEMBL2030725,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900062,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,139.16,nM,6.86,INHIBITION,CHEMBL3800012,2022,ChEMBL
CHEMBL2029150,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900063,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,3.73,nM,8.43,INHIBITION,CHEMBL3800012,2023,ChEMBL
CHEMBL2032784,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900064,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,0.94,nM,9.03,INHIBITION,CHEMBL3800012,2022,ChEMBL
CHEMBL2031209,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900065,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,9.82,nM,8.01,INHIBITION,CHEMBL3800013,2023,ChEMBL
CHEMBL2061506,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900066,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,73.27,nM,7.14,INHIBITION,CHEMBL3800013,2022,ChEMBL
CHEMBL2065140,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900067,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,218.38,nM,6.66,INHIBITION,CHEMBL3800013,2023,ChEMBL
CHEMBL2063565,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900068,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,350.6,nM,6.46,INHIBITION,CHEMBL3800013,2022,ChEMBL
CHEMBL2067199,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900069,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,2926.55,nM,5.53,INHIBITION,CHEMBL3800013,2023,ChEMBL
CHEMBL2097496,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900070,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,52.63,nM,7.28,INHIBITION,CHEMBL3800014,2022,ChEMBL
CHEMBL2001130,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900071,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,59.82,nM,7.22,INHIBITION,CHEMBL3800014,2023,ChEMBL
CHEMBL2099555,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900072,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,4.36,nM,8.36,INHIBITION,CHEMBL3800014,2022,ChEMBL
CHEMBL2097980,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900073,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,121.08,nM,6.92,INHIBITION,CHEMBL3800014,2023,ChEMBL
CHEMBL2001614,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900074,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,46.46,nM,7.33,INHIBITION,CHEMBL3800014,2022,ChEMBL
CHEMBL2031911,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900075,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,16.5,nM,7.78,INHIBITION,CHEMBL3800015,2023,ChEMBL
CHEMBL2035545,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900076,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,10.21,nM,7.99,INHIBITION,CHEMBL3800015,2022,ChEMBL
CHEMBL2033970,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900077,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,5.82,nM,8.23,INHIBITION,CHEMBL3800015,2023,ChEMBL
CHEMBL2037604,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900078,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,20.84,nM,7.68,INHIBITION,CHEMBL3800015,2022,ChEMBL
CHEMBL2067901,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900079,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,626.37,nM,6.2,INHIBITION,CHEMBL3800015,2023,ChEMBL
CHEMBL2014710,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900080,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,12.6,nM,7.9,INHIBITION,CHEMBL3800016,2022,ChEMBL
CHEMBL2069960,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900081,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,141.7,nM,6.85,INHIBITION,CHEMBL3800016,2023,ChEMBL
CHEMBL2016769,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900082,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,1.83,nM,8.74,INHIBITION,CHEMBL3800016,2022,ChEMBL
CHEMBL2003891,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900083,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,30.11,nM,7.52,INHIBITION,CHEMBL3800016,2023,ChEMBL
CHEMBL2050700,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900084,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,18.17,nM,7.74,INHIBITION,CHEMBL3800016,2022,ChEMBL
CHEMBL2005950,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900085,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,0.08,nM,10.1,INHIBITION,CHEMBL3800017,2023,ChEMBL
CHEMBL2052759,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900086,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,5.58,nM,8.25,INHIBITION,CHEMBL3800017,2022,ChEMBL
CHEMBL2083056,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900087,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,13.15,nM,7.88,INHIBITION,CHEMBL3800017,2023,ChEMBL
CHEMBL2086690,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900088,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,43.5,nM,7.36,INHIBITION,CHEMBL3800017,2022,ChEMBL
CHEMBL2085115,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900089,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,530.03,nM,6.28,INHIBITION,CHEMBL3800017,2023,ChEMBL
CHEMBL2088749,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900090,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,51.17,nM,7.29,INHIBITION,CHEMBL3800018,2022,ChEMBL
CHEMBL2019046,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900091,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,224.14,nM,6.65,INHIBITION,CHEMBL3800018,2023,ChEMBL
CHEMBL2017471,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900092,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,0.68,nM,9.17,INHIBITION,CHEMBL3800018,2022,ChEMBL
CHEMBL2021105,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900093,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,12.74,nM,7.89,INHIBITION,CHEMBL3800018,2023,ChEMBL
CHEMBL2019530,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900094,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,2.01,nM,8.7,INHIBITION,CHEMBL3800018,2022,ChEMBL
CHEMBL2055036,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900095,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,128.76,nM,6.89,INHIBITION,CHEMBL3800019,2023,ChEMBL
CHEMBL2053461,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900096,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,192.71,nM,6.72,INHIBITION,CHEMBL3800019,2022,ChEMBL
CHEMBL2057095,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900097,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,7.11,nM,8.15,INHIBITION,CHEMBL3800019,2023,ChEMBL
CHEMBL2055520,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900098,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,244.06,nM,6.61,INHIBITION,CHEMBL3800019,2022,ChEMBL
CHEMBL2053945,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900099,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,86.59,nM,7.06,INHIBITION,CHEMBL3800019,2023,ChEMBL
CHEMBL2089451,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900100,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,0.59,nM,9.23,INHIBITION,CHEMBL3800020,2022,ChEMBL
CHEMBL2087876,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900101,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,79.37,nM,7.1,INHIBITION,CHEMBL3800020,2023,ChEMBL
CHEMBL2091510,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900102,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,828.64,nM,6.08,INHIBITION,CHEMBL3800020,2022,ChEMBL
CHEMBL2089935,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900103,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,1823.09,nM,5.74,INHIBITION,CHEMBL3800020,2023,ChEMBL
CHEMBL2025441,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900104,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,1060.86,nM,5.97,INHIBITION,CHEMBL3800020,2022,ChEMBL
CHEMBL2023866,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900105,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,1.73,nM,8.76,INHIBITION,CHEMBL3800021,2023,ChEMBL
CHEMBL2070675,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900106,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,112.68,nM,6.95,INHIBITION,CHEMBL3800021,2022,ChEMBL
CHEMBL2025925,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900107,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,0.09,nM,10.06,INHIBITION,CHEMBL3800021,2023,ChEMBL
CHEMBL2056222,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900108,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,0.91,nM,9.04,INHIBITION,CHEMBL3800021,2022,ChEMBL
CHEMBL2059856,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900109,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,0.31,nM,9.51,INHIBITION,CHEMBL3800021,2023,ChEMBL
CHEMBL2006665,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900110,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,2.99,nM,8.52,INHIBITION,CHEMBL3800022,2022,ChEMBL
CHEMBL2005090,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900111,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,8.08,nM,8.09,INHIBITION,CHEMBL3800022,2023,ChEMBL
CHEMBL2092212,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900112,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,208.06,nM,6.68,INHIBITION,CHEMBL3800022,2022,ChEMBL
CHEMBL2039021,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900113,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,31.87,nM,7.5,INHIBITION,CHEMBL3800022,2023,ChEMBL
CHEMBL2094271,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900114,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,6.36,nM,8.2,INHIBITION,CHEMBL3800022,2022,ChEMBL
CHEMBL2041080,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900115,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,3.51,nM,8.46,INHIBITION,CHEMBL3800023,2023,ChEMBL
CHEMBL2028202,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900116,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,438.22,nM,6.36,INHIBITION,CHEMBL3800023,2022,ChEMBL
CHEMBL2075011,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900117,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,49.39,nM,7.31,INHIBITION,CHEMBL3800023,2023,ChEMBL
CHEMBL2073436,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900118,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,38.25,nM,7.42,INHIBITION,CHEMBL3800023,2022,ChEMBL
CHEMBL2077070,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900119,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,41.86,nM,7.38,INHIBITION,CHEMBL3800023,2023,ChEMBL
CHEMBL2007367,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900120,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,334.34,nM,6.48,INHIBITION,CHEMBL3800024,2022,ChEMBL
CHEMBL2011001,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900121,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,0.44,nM,9.35,INHIBITION,CHEMBL3800024,2023,ChEMBL
CHEMBL2009426,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900122,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,53.27,nM,7.27,INHIBITION,CHEMBL3800024,2022,ChEMBL
CHEMBL2013060,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900123,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,288.03,nM,6.54,INHIBITION,CHEMBL3800024,2023,ChEMBL
CHEMBL2011485,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900124,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,0.41,nM,9.38,INHIBITION,CHEMBL3800024,2022,ChEMBL
CHEMBL2041782,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900125,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,0.91,nM,9.04,INHIBITION,CHEMBL3800025,2023,ChEMBL
CHEMBL2045416,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900126,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,22.86,nM,7.64,INHIBITION,CHEMBL3800025,2022,ChEMBL
CHEMBL2043841,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900127,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,1855.41,nM,5.73,INHIBITION,CHEMBL3800025,2023,ChEMBL
CHEMBL2047475,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900128,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,92.48,nM,7.03,INHIBITION,CHEMBL3800025,2022,ChEMBL
CHEMBL2077772,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900129,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,1243.66,nM,5.91,INHIBITION,CHEMBL3800025,2023,ChEMBL
CHEMBL2081406,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900130,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,9.69,nM,8.01,INHIBITION,CHEMBL3800026,2022,ChEMBL
CHEMBL2079831,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900131,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,107.82,nM,6.97,INHIBITION,CHEMBL3800026,2023,ChEMBL
CHEMBL2026640,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900132,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,33.69,nM,7.47,INHIBITION,CHEMBL3800026,2022,ChEMBL
CHEMBL2013762,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900133,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,0.53,nM,9.27,INHIBITION,CHEMBL3800026,2023,ChEMBL
CHEMBL2012187,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900134,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,126.54,nM,6.9,INHIBITION,CHEMBL3800026,2022,ChEMBL
CHEMBL2015821,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900135,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,IC50,10.75,nM,7.97,INHIBITION,CHEMBL3800027,2023,ChEMBL
CHEMBL2014246,CHEMBL2095,RAF Proto-oncogene Serine/Threonine Kinase,CHEMBL1900136,Kinase inhibition assay: RAF Proto-oncogene Serine/Threonine Kinase,Ki,5.42,nM,8.27,INHIBITION,CHEMBL3800027,2022,ChEMBL
